,MODEL,FC,ZONE,FEAT_IMP
WD10CARD_NW,LGBMRegressor,no_comp_plus_100Norm,3,2.0
WD10CARD_S,LGBMRegressor,no_comp_plus_100Norm,3,5.0
WD10CARD_SE,LGBMRegressor,no_comp_plus_100Norm,3,2.0
WD10CARD_SSE,LGBMRegressor,no_comp_plus_100Norm,3,8.0
WD10CARD_SSW,LGBMRegressor,no_comp_plus_100Norm,3,7.0
WD10CARD_SW,LGBMRegressor,no_comp_plus_100Norm,3,8.0
WD10CARD_W,LGBMRegressor,no_comp_plus_100Norm,3,5.0
WD10CARD_WNW,LGBMRegressor,no_comp_plus_100Norm,3,1.0
WD10CARD_WSW,LGBMRegressor,no_comp_plus_100Norm,3,2.0
HOUR,LGBMRegressor,no_comp,4,366.0
MONTH,LGBMRegressor,no_comp,4,418.0
WEEKDAY,LGBMRegressor,no_comp,4,301.0
IS_HOLIDAY,LGBMRegressor,no_comp,4,4.0
WS10,LGBMRegressor,no_comp,4,418.0
WS100,LGBMRegressor,no_comp,4,457.0
WD10,LGBMRegressor,no_comp,4,430.0
WD100,LGBMRegressor,no_comp,4,398.0
WD100CARD_ENE,LGBMRegressor,no_comp,4,5.0
WD100CARD_ESE,LGBMRegressor,no_comp,4,11.0
WD100CARD_N,LGBMRegressor,no_comp,4,3.0
WD100CARD_NE,LGBMRegressor,no_comp,4,10.0
WD100CARD_NNE,LGBMRegressor,no_comp,4,9.0
WD100CARD_NNW,LGBMRegressor,no_comp,4,9.0
WD100CARD_NW,LGBMRegressor,no_comp,4,8.0
WD100CARD_S,LGBMRegressor,no_comp,4,9.0
WD100CARD_SE,LGBMRegressor,no_comp,4,18.0
WD100CARD_SSE,LGBMRegressor,no_comp,4,12.0
WD100CARD_SSW,LGBMRegressor,no_comp,4,24.0
WD100CARD_SW,LGBMRegressor,no_comp,4,5.0
WD100CARD_W,LGBMRegressor,no_comp,4,5.0
WD100CARD_WNW,LGBMRegressor,no_comp,4,6.0
WD100CARD_WSW,LGBMRegressor,no_comp,4,8.0
WD10CARD_ENE,LGBMRegressor,no_comp,4,13.0
WD10CARD_ESE,LGBMRegressor,no_comp,4,9.0
WD10CARD_N,LGBMRegressor,no_comp,4,8.0
WD10CARD_NE,LGBMRegressor,no_comp,4,6.0
WD10CARD_NNE,LGBMRegressor,no_comp,4,1.0
WD10CARD_NNW,LGBMRegressor,no_comp,4,5.0
WD10CARD_NW,LGBMRegressor,no_comp,4,7.0
WD10CARD_S,LGBMRegressor,no_comp,4,6.0
WD10CARD_SE,LGBMRegressor,no_comp,4,15.0
WD10CARD_SSE,LGBMRegressor,no_comp,4,6.0
WD10CARD_SSW,LGBMRegressor,no_comp,4,4.0
WD10CARD_SW,LGBMRegressor,no_comp,4,9.0
WD10CARD_W,LGBMRegressor,no_comp,4,13.0
WD10CARD_WNW,LGBMRegressor,no_comp,4,10.0
WD10CARD_WSW,LGBMRegressor,no_comp,4,4.0
U10,LGBMRegressor,no_deg_norm,5,234.0
V10,LGBMRegressor,no_deg_norm,5,310.0
U100,LGBMRegressor,no_deg_norm,5,320.0
V100,LGBMRegressor,no_deg_norm,5,218.0
HOUR,LGBMRegressor,no_deg_norm,5,375.0
MONTH,LGBMRegressor,no_deg_norm,5,429.0
WEEKDAY,LGBMRegressor,no_deg_norm,5,267.0
IS_HOLIDAY,LGBMRegressor,no_deg_norm,5,7.0
WS10,LGBMRegressor,no_deg_norm,5,239.0
WS100,LGBMRegressor,no_deg_norm,5,370.0
WD100CARD_ENE,LGBMRegressor,no_deg_norm,5,1.0
WD100CARD_ESE,LGBMRegressor,no_deg_norm,5,13.0
WD100CARD_N,LGBMRegressor,no_deg_norm,5,8.0
WD100CARD_NE,LGBMRegressor,no_deg_norm,5,3.0
WD100CARD_NNE,LGBMRegressor,no_deg_norm,5,6.0
WD100CARD_NNW,LGBMRegressor,no_deg_norm,5,8.0
WD100CARD_NW,LGBMRegressor,no_deg_norm,5,2.0
WD100CARD_S,LGBMRegressor,no_deg_norm,5,8.0
WD100CARD_SE,LGBMRegressor,no_deg_norm,5,30.0
WD100CARD_SSE,LGBMRegressor,no_deg_norm,5,9.0
WD100CARD_SSW,LGBMRegressor,no_deg_norm,5,20.0
WD100CARD_SW,LGBMRegressor,no_deg_norm,5,0.0
WD100CARD_W,LGBMRegressor,no_deg_norm,5,4.0
WD100CARD_WNW,LGBMRegressor,no_deg_norm,5,3.0
WD100CARD_WSW,LGBMRegressor,no_deg_norm,5,9.0
WD10CARD_ENE,LGBMRegressor,no_deg_norm,5,5.0
WD10CARD_ESE,LGBMRegressor,no_deg_norm,5,3.0
WD10CARD_N,LGBMRegressor,no_deg_norm,5,0.0
WD10CARD_NE,LGBMRegressor,no_deg_norm,5,14.0
WD10CARD_NNE,LGBMRegressor,no_deg_norm,5,18.0
WD10CARD_NNW,LGBMRegressor,no_deg_norm,5,1.0
WD10CARD_NW,LGBMRegressor,no_deg_norm,5,9.0
WD10CARD_S,LGBMRegressor,no_deg_norm,5,2.0
WD10CARD_SE,LGBMRegressor,no_deg_norm,5,13.0
WD10CARD_SSE,LGBMRegressor,no_deg_norm,5,7.0
WD10CARD_SSW,LGBMRegressor,no_deg_norm,5,11.0
WD10CARD_SW,LGBMRegressor,no_deg_norm,5,4.0
WD10CARD_W,LGBMRegressor,no_deg_norm,5,10.0
WD10CARD_WNW,LGBMRegressor,no_deg_norm,5,6.0
WD10CARD_WSW,LGBMRegressor,no_deg_norm,5,4.0
U10,LGBMRegressor,no_card_100Norm,6,264.0
V10,LGBMRegressor,no_card_100Norm,6,255.0
U100,LGBMRegressor,no_card_100Norm,6,312.0
V100,LGBMRegressor,no_card_100Norm,6,218.0
HOUR,LGBMRegressor,no_card_100Norm,6,357.0
MONTH,LGBMRegressor,no_card_100Norm,6,379.0
WEEKDAY,LGBMRegressor,no_card_100Norm,6,283.0
IS_HOLIDAY,LGBMRegressor,no_card_100Norm,6,5.0
WS10,LGBMRegressor,no_card_100Norm,6,198.0
WS100,LGBMRegressor,no_card_100Norm,6,329.0
WD10,LGBMRegressor,no_card_100Norm,6,215.0
WD100,LGBMRegressor,no_card_100Norm,6,185.0
U10,LGBMRegressor,no_card,7,285.0
V10,LGBMRegressor,no_card,7,227.0
U100,LGBMRegressor,no_card,7,209.0
V100,LGBMRegressor,no_card,7,169.0
HOUR,LGBMRegressor,no_card,7,414.0
MONTH,LGBMRegressor,no_card,7,407.0
WEEKDAY,LGBMRegressor,no_card,7,225.0
IS_HOLIDAY,LGBMRegressor,no_card,7,21.0
WS10,LGBMRegressor,no_card,7,272.0
WS100,LGBMRegressor,no_card,7,354.0
WD10,LGBMRegressor,no_card,7,154.0
WD100,LGBMRegressor,no_card,7,100.0
U100NORM,LGBMRegressor,no_card,7,104.0
V100NORM,LGBMRegressor,no_card,7,109.0
U10,LGBMRegressor,no_deg,8,286.0
V10,LGBMRegressor,no_deg,8,248.0
U100,LGBMRegressor,no_deg,8,196.0
V100,LGBMRegressor,no_deg,8,148.0
HOUR,LGBMRegressor,no_deg,8,372.0
MONTH,LGBMRegressor,no_deg,8,436.0
WEEKDAY,LGBMRegressor,no_deg,8,248.0
IS_HOLIDAY,LGBMRegressor,no_deg,8,21.0
WS10,LGBMRegressor,no_deg,8,242.0
WS100,LGBMRegressor,no_deg,8,348.0
U100NORM,LGBMRegressor,no_deg,8,178.0
V100NORM,LGBMRegressor,no_deg,8,179.0
WD100CARD_ENE,LGBMRegressor,no_deg,8,2.0
WD100CARD_ESE,LGBMRegressor,no_deg,8,11.0
WD100CARD_N,LGBMRegressor,no_deg,8,1.0
WD100CARD_NE,LGBMRegressor,no_deg,8,4.0
WD100CARD_NNE,LGBMRegressor,no_deg,8,16.0
WD100CARD_NNW,LGBMRegressor,no_deg,8,6.0
WD100CARD_NW,LGBMRegressor,no_deg,8,9.0
WD100CARD_S,LGBMRegressor,no_deg,8,0.0
WD100CARD_SE,LGBMRegressor,no_deg,8,7.0
WD100CARD_SSE,LGBMRegressor,no_deg,8,13.0
WD100CARD_SSW,LGBMRegressor,no_deg,8,4.0
WD100CARD_SW,LGBMRegressor,no_deg,8,5.0
WD100CARD_W,LGBMRegressor,no_deg,8,0.0
WD100CARD_WNW,LGBMRegressor,no_deg,8,9.0
WD100CARD_WSW,LGBMRegressor,no_deg,8,6.0
WD10CARD_ENE,LGBMRegressor,no_deg,8,0.0
WD10CARD_ESE,LGBMRegressor,no_deg,8,0.0
WD10CARD_N,LGBMRegressor,no_deg,8,4.0
WD10CARD_NE,LGBMRegressor,no_deg,8,1.0
WD10CARD_NNE,LGBMRegressor,no_deg,8,12.0
WD10CARD_NNW,LGBMRegressor,no_deg,8,2.0
WD10CARD_NW,LGBMRegressor,no_deg,8,2.0
WD10CARD_S,LGBMRegressor,no_deg,8,0.0
WD10CARD_SE,LGBMRegressor,no_deg,8,8.0
WD10CARD_SSE,LGBMRegressor,no_deg,8,0.0
WD10CARD_SSW,LGBMRegressor,no_deg,8,1.0
WD10CARD_SW,LGBMRegressor,no_deg,8,3.0
WD10CARD_W,LGBMRegressor,no_deg,8,2.0
WD10CARD_WNW,LGBMRegressor,no_deg,8,12.0
WD10CARD_WSW,LGBMRegressor,no_deg,8,8.0
U10,LGBMRegressor,no_card_100Norm,9,311.0
V10,LGBMRegressor,no_card_100Norm,9,252.0
U100,LGBMRegressor,no_card_100Norm,9,252.0
V100,LGBMRegressor,no_card_100Norm,9,204.0
HOUR,LGBMRegressor,no_card_100Norm,9,336.0
MONTH,LGBMRegressor,no_card_100Norm,9,467.0
WEEKDAY,LGBMRegressor,no_card_100Norm,9,288.0
IS_HOLIDAY,LGBMRegressor,no_card_100Norm,9,21.0
WS10,LGBMRegressor,no_card_100Norm,9,275.0
WS100,LGBMRegressor,no_card_100Norm,9,361.0
WD10,LGBMRegressor,no_card_100Norm,9,171.0
WD100,LGBMRegressor,no_card_100Norm,9,112.0
HOUR,LGBMRegressor,no_comp,10,452.0
MONTH,LGBMRegressor,no_comp,10,425.0
WEEKDAY,LGBMRegressor,no_comp,10,319.0
IS_HOLIDAY,LGBMRegressor,no_comp,10,6.0
WS10,LGBMRegressor,no_comp,10,373.0
WS100,LGBMRegressor,no_comp,10,439.0
WD10,LGBMRegressor,no_comp,10,341.0
WD100,LGBMRegressor,no_comp,10,403.0
WD100CARD_ENE,LGBMRegressor,no_comp,10,9.0
WD100CARD_ESE,LGBMRegressor,no_comp,10,11.0
WD100CARD_N,LGBMRegressor,no_comp,10,7.0
WD100CARD_NE,LGBMRegressor,no_comp,10,4.0
WD100CARD_NNE,LGBMRegressor,no_comp,10,6.0
WD100CARD_NNW,LGBMRegressor,no_comp,10,10.0
WD100CARD_NW,LGBMRegressor,no_comp,10,10.0
WD100CARD_S,LGBMRegressor,no_comp,10,9.0
WD100CARD_SE,LGBMRegressor,no_comp,10,10.0
WD100CARD_SSE,LGBMRegressor,no_comp,10,10.0
WD100CARD_SSW,LGBMRegressor,no_comp,10,19.0
WD100CARD_SW,LGBMRegressor,no_comp,10,30.0
WD100CARD_W,LGBMRegressor,no_comp,10,0.0
WD100CARD_WNW,LGBMRegressor,no_comp,10,5.0
WD100CARD_WSW,LGBMRegressor,no_comp,10,18.0
WD10CARD_ENE,LGBMRegressor,no_comp,10,17.0
WD10CARD_ESE,LGBMRegressor,no_comp,10,14.0
WD10CARD_N,LGBMRegressor,no_comp,10,0.0
WD10CARD_NE,LGBMRegressor,no_comp,10,10.0
WD10CARD_NNE,LGBMRegressor,no_comp,10,1.0
WD10CARD_NNW,LGBMRegressor,no_comp,10,0.0
WD10CARD_NW,LGBMRegressor,no_comp,10,8.0
WD10CARD_S,LGBMRegressor,no_comp,10,0.0
WD10CARD_SE,LGBMRegressor,no_comp,10,9.0
WD10CARD_SSE,LGBMRegressor,no_comp,10,5.0
WD10CARD_SSW,LGBMRegressor,no_comp,10,17.0
WD10CARD_SW,LGBMRegressor,no_comp,10,25.0
WD10CARD_W,LGBMRegressor,no_comp,10,1.0
WD10CARD_WNW,LGBMRegressor,no_comp,10,2.0
WD10CARD_WSW,LGBMRegressor,no_comp,10,25.0
