,MODEL,FC,ZONE,FEAT_IMP
WEEKDAY,LGBMRegressor,no_comp_plus_100Norm,3,0.00016044251306637224
IS_HOLIDAY,LGBMRegressor,no_comp_plus_100Norm,3,-0.00010906168064639954
WS10,LGBMRegressor,no_comp_plus_100Norm,3,0.0011259339713516365
WS100,LGBMRegressor,no_comp_plus_100Norm,3,0.25118027156935846
WD10,LGBMRegressor,no_comp_plus_100Norm,3,0.0008492675615896506
WD100,LGBMRegressor,no_comp_plus_100Norm,3,0.013068722500171326
U100NORM,LGBMRegressor,no_comp_plus_100Norm,3,0.006297985692403687
V100NORM,LGBMRegressor,no_comp_plus_100Norm,3,0.009640709768636688
WD100CARD_ENE,LGBMRegressor,no_comp_plus_100Norm,3,0.00012055945360023579
WD100CARD_ESE,LGBMRegressor,no_comp_plus_100Norm,3,1.8905019066231544e-05
WD100CARD_N,LGBMRegressor,no_comp_plus_100Norm,3,-7.019803906399558e-06
WD100CARD_NE,LGBMRegressor,no_comp_plus_100Norm,3,0.0001500406051518466
WD100CARD_NNE,LGBMRegressor,no_comp_plus_100Norm,3,-1.3623278070140631e-06
WD100CARD_NNW,LGBMRegressor,no_comp_plus_100Norm,3,0.0
WD100CARD_NW,LGBMRegressor,no_comp_plus_100Norm,3,5.983030985188542e-05
WD100CARD_S,LGBMRegressor,no_comp_plus_100Norm,3,0.0
WD100CARD_SE,LGBMRegressor,no_comp_plus_100Norm,3,-1.5105660999267801e-05
WD100CARD_SSE,LGBMRegressor,no_comp_plus_100Norm,3,8.312385546652146e-06
WD100CARD_SSW,LGBMRegressor,no_comp_plus_100Norm,3,2.2947227582481576e-05
WD100CARD_SW,LGBMRegressor,no_comp_plus_100Norm,3,-2.54624431172662e-05
WD100CARD_W,LGBMRegressor,no_comp_plus_100Norm,3,0.0
WD100CARD_WNW,LGBMRegressor,no_comp_plus_100Norm,3,2.874246005599157e-06
WD100CARD_WSW,LGBMRegressor,no_comp_plus_100Norm,3,-3.004288304570002e-06
WD10CARD_ENE,LGBMRegressor,no_comp_plus_100Norm,3,2.254400157559733e-05
WD10CARD_ESE,LGBMRegressor,no_comp_plus_100Norm,3,0.00019822137239121075
WD10CARD_N,LGBMRegressor,no_comp_plus_100Norm,3,-5.580686480418373e-05
WD10CARD_NE,LGBMRegressor,no_comp_plus_100Norm,3,4.9500198319613055e-05
WD10CARD_NNE,LGBMRegressor,no_comp_plus_100Norm,3,-3.703533215452526e-05
WD10CARD_NNW,LGBMRegressor,no_comp_plus_100Norm,3,0.0
WD10CARD_NW,LGBMRegressor,no_comp_plus_100Norm,3,1.8998721433552414e-05
WD10CARD_S,LGBMRegressor,no_comp_plus_100Norm,3,0.00018089829726375682
WD10CARD_SE,LGBMRegressor,no_comp_plus_100Norm,3,3.416383207724138e-05
WD10CARD_SSE,LGBMRegressor,no_comp_plus_100Norm,3,-2.926642390890799e-06
WD10CARD_SSW,LGBMRegressor,no_comp_plus_100Norm,3,-7.997564446471372e-06
WD10CARD_SW,LGBMRegressor,no_comp_plus_100Norm,3,-5.03031590458336e-06
WD10CARD_W,LGBMRegressor,no_comp_plus_100Norm,3,7.368220493524647e-05
WD10CARD_WNW,LGBMRegressor,no_comp_plus_100Norm,3,1.6051157461074994e-05
WD10CARD_WSW,LGBMRegressor,no_comp_plus_100Norm,3,-9.626900216810896e-06
HOUR,LGBMRegressor,no_comp,4,0.0021655130356876716
MONTH,LGBMRegressor,no_comp,4,0.00564728721121861
WEEKDAY,LGBMRegressor,no_comp,4,-6.069648289679097e-05
IS_HOLIDAY,LGBMRegressor,no_comp,4,-2.2788913495946915e-05
WS10,LGBMRegressor,no_comp,4,0.0032467637682571217
WS100,LGBMRegressor,no_comp,4,0.26188510485875466
WD10,LGBMRegressor,no_comp,4,0.003670700929030171
WD100,LGBMRegressor,no_comp,4,0.0124707321585586
WD100CARD_ENE,LGBMRegressor,no_comp,4,5.354103333759796e-05
WD100CARD_ESE,LGBMRegressor,no_comp,4,-4.501146146516088e-05
WD100CARD_N,LGBMRegressor,no_comp,4,-8.263166287596491e-05
WD100CARD_NE,LGBMRegressor,no_comp,4,5.642407788969961e-05
WD100CARD_NNE,LGBMRegressor,no_comp,4,-0.0001651734447512071
WD100CARD_NNW,LGBMRegressor,no_comp,4,8.955551117696692e-05
WD100CARD_NW,LGBMRegressor,no_comp,4,-2.425349874322913e-05
WD100CARD_S,LGBMRegressor,no_comp,4,-4.1705265094196806e-05
WD100CARD_SE,LGBMRegressor,no_comp,4,1.7437782624923902e-05
WD100CARD_SSE,LGBMRegressor,no_comp,4,-2.1663698285506738e-05
WD100CARD_SSW,LGBMRegressor,no_comp,4,6.393660777559151e-05
WD100CARD_SW,LGBMRegressor,no_comp,4,-5.8143268543786596e-05
WD100CARD_W,LGBMRegressor,no_comp,4,-1.264313359605751e-05
WD100CARD_WNW,LGBMRegressor,no_comp,4,-0.00014965644792240828
WD100CARD_WSW,LGBMRegressor,no_comp,4,-0.00010225416720460456
WD10CARD_ENE,LGBMRegressor,no_comp,4,-4.314932683723849e-05
WD10CARD_ESE,LGBMRegressor,no_comp,4,-9.954708413903446e-06
WD10CARD_N,LGBMRegressor,no_comp,4,0.00011237148497927618
WD10CARD_NE,LGBMRegressor,no_comp,4,-4.560596322059629e-05
WD10CARD_NNE,LGBMRegressor,no_comp,4,0.0
WD10CARD_NNW,LGBMRegressor,no_comp,4,-3.0375248551775536e-05
WD10CARD_NW,LGBMRegressor,no_comp,4,-5.6029229594781184e-05
WD10CARD_S,LGBMRegressor,no_comp,4,-3.516460431547963e-05
WD10CARD_SE,LGBMRegressor,no_comp,4,4.150166786231757e-05
WD10CARD_SSE,LGBMRegressor,no_comp,4,-8.454847436789593e-06
WD10CARD_SSW,LGBMRegressor,no_comp,4,-1.4455644085445419e-05
WD10CARD_SW,LGBMRegressor,no_comp,4,-0.00010374598613130115
WD10CARD_W,LGBMRegressor,no_comp,4,-2.912588754913348e-05
WD10CARD_WNW,LGBMRegressor,no_comp,4,-0.00014062446086343937
WD10CARD_WSW,LGBMRegressor,no_comp,4,-3.546788201738704e-06
U10,LGBMRegressor,no_deg_norm,5,0.0006018929457315247
V10,LGBMRegressor,no_deg_norm,5,0.0013696617057248589
U100,LGBMRegressor,no_deg_norm,5,0.004837788689847816
V100,LGBMRegressor,no_deg_norm,5,0.00019151241938831498
HOUR,LGBMRegressor,no_deg_norm,5,0.004929993965814153
MONTH,LGBMRegressor,no_deg_norm,5,0.0027543992920141536
WEEKDAY,LGBMRegressor,no_deg_norm,5,-0.0022402875086695168
IS_HOLIDAY,LGBMRegressor,no_deg_norm,5,-8.33903228498467e-06
WS10,LGBMRegressor,no_deg_norm,5,-1.3816165813854142e-05
WS100,LGBMRegressor,no_deg_norm,5,0.27750294860186064
WD100CARD_ENE,LGBMRegressor,no_deg_norm,5,-1.3127159162407143e-06
WD100CARD_ESE,LGBMRegressor,no_deg_norm,5,-0.000874248984849621
WD100CARD_N,LGBMRegressor,no_deg_norm,5,2.103894841322673e-05
WD100CARD_NE,LGBMRegressor,no_deg_norm,5,3.172050346796074e-05
WD100CARD_NNE,LGBMRegressor,no_deg_norm,5,-8.075701519769663e-05
WD100CARD_NNW,LGBMRegressor,no_deg_norm,5,0.00010051662907794578
WD100CARD_NW,LGBMRegressor,no_deg_norm,5,1.3872645121343341e-05
WD100CARD_S,LGBMRegressor,no_deg_norm,5,-0.0001352547160058698
WD100CARD_SE,LGBMRegressor,no_deg_norm,5,0.00016650360933948005
WD100CARD_SSE,LGBMRegressor,no_deg_norm,5,5.697834244244859e-05
WD100CARD_SSW,LGBMRegressor,no_deg_norm,5,-6.182892301893339e-05
WD100CARD_SW,LGBMRegressor,no_deg_norm,5,0.0
WD100CARD_W,LGBMRegressor,no_deg_norm,5,-1.1128081397554502e-06
WD100CARD_WNW,LGBMRegressor,no_deg_norm,5,-0.00022324204522765622
WD100CARD_WSW,LGBMRegressor,no_deg_norm,5,-0.00020550904167354335
WD10CARD_ENE,LGBMRegressor,no_deg_norm,5,-2.7016966147797027e-05
WD10CARD_ESE,LGBMRegressor,no_deg_norm,5,-4.3760520520461085e-05
WD10CARD_N,LGBMRegressor,no_deg_norm,5,0.0
WD10CARD_NE,LGBMRegressor,no_deg_norm,5,-4.0701708526408306e-06
WD10CARD_NNE,LGBMRegressor,no_deg_norm,5,-4.614258093418033e-05
WD10CARD_NNW,LGBMRegressor,no_deg_norm,5,2.6311691873198706e-06
WD10CARD_NW,LGBMRegressor,no_deg_norm,5,-0.00014429520234272576
WD10CARD_S,LGBMRegressor,no_deg_norm,5,1.7802708456801653e-05
WD10CARD_SE,LGBMRegressor,no_deg_norm,5,-0.00010415873628176475
WD10CARD_SSE,LGBMRegressor,no_deg_norm,5,5.319319419406221e-05
WD10CARD_SSW,LGBMRegressor,no_deg_norm,5,-9.745387157317209e-05
WD10CARD_SW,LGBMRegressor,no_deg_norm,5,-2.8485032659747444e-05
WD10CARD_W,LGBMRegressor,no_deg_norm,5,-0.00011498573603854756
WD10CARD_WNW,LGBMRegressor,no_deg_norm,5,6.630631797771847e-05
WD10CARD_WSW,LGBMRegressor,no_deg_norm,5,1.2117731642907747e-05
U10,LGBMRegressor,no_card_100Norm,6,0.0016975879456785387
V10,LGBMRegressor,no_card_100Norm,6,0.0007553360608560017
U100,LGBMRegressor,no_card_100Norm,6,0.003590212328645914
V100,LGBMRegressor,no_card_100Norm,6,0.0008773495227964723
HOUR,LGBMRegressor,no_card_100Norm,6,0.005704863974995306
MONTH,LGBMRegressor,no_card_100Norm,6,0.0014551415344707802
WEEKDAY,LGBMRegressor,no_card_100Norm,6,-0.0013903143683519942
IS_HOLIDAY,LGBMRegressor,no_card_100Norm,6,-1.0818423257591415e-06
WS10,LGBMRegressor,no_card_100Norm,6,0.00032011127801375995
WS100,LGBMRegressor,no_card_100Norm,6,0.2641610899328299
WD10,LGBMRegressor,no_card_100Norm,6,0.013008973497266818
WD100,LGBMRegressor,no_card_100Norm,6,0.0047977463997037504
U10,LGBMRegressor,no_card,7,0.0007536554027642195
V10,LGBMRegressor,no_card,7,0.0010286183251797976
U100,LGBMRegressor,no_card,7,0.002598119773034674
V100,LGBMRegressor,no_card,7,0.0008714256227607964
HOUR,LGBMRegressor,no_card,7,0.004882109892863471
MONTH,LGBMRegressor,no_card,7,0.002787994060892232
WEEKDAY,LGBMRegressor,no_card,7,-6.3219828584532e-05
IS_HOLIDAY,LGBMRegressor,no_card,7,-0.00012468253880533464
WS10,LGBMRegressor,no_card,7,0.013566342811183301
WS100,LGBMRegressor,no_card,7,0.20607035181306516
WD10,LGBMRegressor,no_card,7,0.0002589320229758635
WD100,LGBMRegressor,no_card,7,-0.00032418502259445316
U100NORM,LGBMRegressor,no_card,7,-0.0007399534577922001
V100NORM,LGBMRegressor,no_card,7,0.0014607878466650459
U10,LGBMRegressor,no_deg,8,-0.003373295620763603
V10,LGBMRegressor,no_deg,8,-0.0003200147378010304
U100,LGBMRegressor,no_deg,8,0.000994459184558305
V100,LGBMRegressor,no_deg,8,-0.00017632071389304672
HOUR,LGBMRegressor,no_deg,8,0.0020831029136463034
MONTH,LGBMRegressor,no_deg,8,0.0019327034449104746
WEEKDAY,LGBMRegressor,no_deg,8,-0.002099231762606249
IS_HOLIDAY,LGBMRegressor,no_deg,8,8.068852539335757e-05
WS10,LGBMRegressor,no_deg,8,0.0030574707350879554
WS100,LGBMRegressor,no_deg,8,0.17095384742484443
U100NORM,LGBMRegressor,no_deg,8,-0.0006957926068709569
V100NORM,LGBMRegressor,no_deg,8,0.0005431457831386155
WD100CARD_ENE,LGBMRegressor,no_deg,8,-3.8903335211615264e-07
WD100CARD_ESE,LGBMRegressor,no_deg,8,-8.254259222329751e-05
WD100CARD_N,LGBMRegressor,no_deg,8,0.0
WD100CARD_NE,LGBMRegressor,no_deg,8,1.4264329298574464e-07
WD100CARD_NNE,LGBMRegressor,no_deg,8,0.00010722315807996652
WD100CARD_NNW,LGBMRegressor,no_deg,8,0.0002950860137472033
WD100CARD_NW,LGBMRegressor,no_deg,8,2.1585331979959155e-05
WD100CARD_S,LGBMRegressor,no_deg,8,0.0
WD100CARD_SE,LGBMRegressor,no_deg,8,5.703247963081415e-05
WD100CARD_SSE,LGBMRegressor,no_deg,8,9.236166159743986e-05
WD100CARD_SSW,LGBMRegressor,no_deg,8,-4.2628030623603765e-06
WD100CARD_SW,LGBMRegressor,no_deg,8,0.00012894947641562405
WD100CARD_W,LGBMRegressor,no_deg,8,0.0
WD100CARD_WNW,LGBMRegressor,no_deg,8,9.079268871672874e-05
WD100CARD_WSW,LGBMRegressor,no_deg,8,1.5507521084767718e-05
WD10CARD_ENE,LGBMRegressor,no_deg,8,0.0
WD10CARD_ESE,LGBMRegressor,no_deg,8,0.0
WD10CARD_N,LGBMRegressor,no_deg,8,-6.06365781813889e-05
WD10CARD_NE,LGBMRegressor,no_deg,8,4.430078189865405e-06
WD10CARD_NNE,LGBMRegressor,no_deg,8,2.3355698105143042e-05
WD10CARD_NNW,LGBMRegressor,no_deg,8,5.211422927922649e-05
WD10CARD_NW,LGBMRegressor,no_deg,8,0.0
WD10CARD_S,LGBMRegressor,no_deg,8,0.0
WD10CARD_SE,LGBMRegressor,no_deg,8,-0.00010614751901334707
WD10CARD_SSE,LGBMRegressor,no_deg,8,0.0
WD10CARD_SSW,LGBMRegressor,no_deg,8,1.6963793941562887e-05
WD10CARD_SW,LGBMRegressor,no_deg,8,-5.273689386189051e-05
WD10CARD_W,LGBMRegressor,no_deg,8,1.3227270079407826e-06
WD10CARD_WNW,LGBMRegressor,no_deg,8,-0.00011715842438229373
WD10CARD_WSW,LGBMRegressor,no_deg,8,-5.49275536278232e-05
U10,LGBMRegressor,no_card_100Norm,9,0.00045746107450389263
V10,LGBMRegressor,no_card_100Norm,9,-0.0002484496487147658
U100,LGBMRegressor,no_card_100Norm,9,0.002065050889538278
V100,LGBMRegressor,no_card_100Norm,9,0.0011860196624686099
HOUR,LGBMRegressor,no_card_100Norm,9,0.010684249433504022
MONTH,LGBMRegressor,no_card_100Norm,9,0.003756272871953359
WEEKDAY,LGBMRegressor,no_card_100Norm,9,-0.00023363552072922788
IS_HOLIDAY,LGBMRegressor,no_card_100Norm,9,2.5153921020681923e-05
WS10,LGBMRegressor,no_card_100Norm,9,0.0020710028889642323
WS100,LGBMRegressor,no_card_100Norm,9,0.22181969322730494
WD10,LGBMRegressor,no_card_100Norm,9,0.00014718956202686707
WD100,LGBMRegressor,no_card_100Norm,9,-0.00022904473109764957
HOUR,LGBMRegressor,no_comp,10,0.008185163990267422
MONTH,LGBMRegressor,no_comp,10,0.00031303825673238694
WEEKDAY,LGBMRegressor,no_comp,10,0.0006294211937135724
IS_HOLIDAY,LGBMRegressor,no_comp,10,-4.035568944152912e-05
WS10,LGBMRegressor,no_comp,10,0.005159737384335417
WS100,LGBMRegressor,no_comp,10,0.25111732228828976
WD10,LGBMRegressor,no_comp,10,0.0017532950678365218
WD100,LGBMRegressor,no_comp,10,0.004697364416936531
WD100CARD_ENE,LGBMRegressor,no_comp,10,5.349239903256753e-05
WD100CARD_ESE,LGBMRegressor,no_comp,10,2.775865389685883e-05
WD100CARD_N,LGBMRegressor,no_comp,10,5.698701314571508e-06
WD100CARD_NE,LGBMRegressor,no_comp,10,-3.817688310453482e-06
WD100CARD_NNE,LGBMRegressor,no_comp,10,-0.00012531008924627495
WD100CARD_NNW,LGBMRegressor,no_comp,10,-1.309282761114694e-05
WD100CARD_NW,LGBMRegressor,no_comp,10,1.5080650479809554e-06
WD100CARD_S,LGBMRegressor,no_comp,10,2.5048211365408247e-05
WD100CARD_SE,LGBMRegressor,no_comp,10,-6.977898200948296e-05
WD100CARD_SSE,LGBMRegressor,no_comp,10,8.733347704725224e-05
WD100CARD_SSW,LGBMRegressor,no_comp,10,0.00010846201812565459
WD100CARD_SW,LGBMRegressor,no_comp,10,0.000698303138667089
WD100CARD_W,LGBMRegressor,no_comp,10,0.0
WD100CARD_WNW,LGBMRegressor,no_comp,10,7.57095930285695e-05
WD100CARD_WSW,LGBMRegressor,no_comp,10,0.00017263498843379243
WD10CARD_ENE,LGBMRegressor,no_comp,10,-6.444931370523099e-05
WD10CARD_ESE,LGBMRegressor,no_comp,10,3.529294578102915e-06
WD10CARD_N,LGBMRegressor,no_comp,10,0.0
WD10CARD_NE,LGBMRegressor,no_comp,10,0.0001563559029308992
WD10CARD_NNE,LGBMRegressor,no_comp,10,-4.873643555347862e-05
WD10CARD_NNW,LGBMRegressor,no_comp,10,0.0
WD10CARD_NW,LGBMRegressor,no_comp,10,-3.38028608994706e-05
WD10CARD_S,LGBMRegressor,no_comp,10,0.0
WD10CARD_SE,LGBMRegressor,no_comp,10,-0.00012868778684546335
WD10CARD_SSE,LGBMRegressor,no_comp,10,2.6994640943328596e-05
WD10CARD_SSW,LGBMRegressor,no_comp,10,6.330557702614592e-05
WD10CARD_SW,LGBMRegressor,no_comp,10,-8.904428035226842e-05
WD10CARD_W,LGBMRegressor,no_comp,10,0.0
WD10CARD_WNW,LGBMRegressor,no_comp,10,-5.343930196833879e-05
WD10CARD_WSW,LGBMRegressor,no_comp,10,0.0005144805015163706
